vehiculo_id,hora_salida,zona_origen,zona_destino,tiempo_viaje_min
V0035,7,Oriente,Centro,65
V0157,11,Sur,Norte,56
V0034,22,Sur,Poniente,14
V0156,1,Sur,Poniente,51
V0288,7,Sur,Oriente,59
V0086,3,Norte,Oriente,6
V0197,14,Norte,Oriente,44
V0271,10,Poniente,Sur,38
V0274,10,Norte,Poniente,88
V0170,22,Poniente,Sur,15
V0243,6,Centro,Sur,49
V0447,10,Sur,Centro,13
V0247,20,Norte,Oriente,64
V0110,4,Poniente,Oriente,28
V0487,11,Sur,Poniente,69
V0337,4,Centro,Oriente,31
V0312,18,Sur,Oriente,49
V0358,14,Sur,Norte,8
V0271,21,Sur,Poniente,69
V0064,16,Norte,Poniente,17
V0104,2,Norte,Poniente,23
V0114,17,Poniente,Oriente,43
V0067,10,Sur,Norte,59
V0253,15,Norte,Sur,36
V0118,3,Oriente,Norte,30
V0345,14,Norte,Sur,61
V0284,12,Oriente,Sur,18
V0339,21,Centro,Sur,62
V0443,20,Oriente,Sur,19
V0419,20,Oriente,Sur,53
V0232,23,Sur,Oriente,24
V0211,11,Poniente,Oriente,16
V0176,11,Norte,Poniente,18
V0396,21,Centro,Sur,9
V0331,15,Oriente,Sur,50
V0266,3,Norte,Centro,82
V0003,10,Centro,Oriente,10
V0486,16,Sur,Oriente,47
V0108,22,Poniente,Sur,5
V0306,18,Norte,Poniente,34
V0094,11,Norte,Centro,68
V0150,14,Poniente,Norte,19
V0197,4,Centro,Poniente,29
V0140,17,Sur,Oriente,23
V0444,20,Centro,Oriente,32
V0237,0,Norte,Centro,79
V0292,8,Sur,Norte,22
V0410,20,Sur,Oriente,83
V0159,12,Oriente,Sur,80
V0008,11,Centro,Sur,31
V0038,22,Centro,Sur,24
V0448,13,Oriente,Poniente,27
V0419,1,Poniente,Centro,58
V0427,13,Norte,Poniente,20
V0124,22,Sur,Centro,65
V0200,21,Centro,Oriente,69
V0027,15,Oriente,Norte,65
V0020,19,Oriente,Centro,65
V0047,22,Oriente,Sur,20
V0204,10,Norte,Centro,5
V0147,8,Oriente,Norte,35
V0398,11,Centro,Sur,77
V0218,7,Sur,Norte,45
V0315,23,Norte,Oriente,77
V0170,5,Centro,Oriente,45
V0162,21,Oriente,Sur,52
V0155,22,Oriente,Poniente,16
V0245,19,Norte,Oriente,60
V0228,10,Poniente,Norte,11
V0373,21,Oriente,Poniente,62
V0144,6,Sur,Centro,15
V0190,15,Norte,Centro,81
V0271,11,Oriente,Sur,12
V0056,11,Oriente,Norte,50
V0074,11,Centro,Norte,65
V0090,13,Norte,Centro,7
V0466,4,Oriente,Sur,82
V0426,2,Oriente,Sur,29
V0450,15,Centro,Poniente,69
V0272,18,Oriente,Centro,6
V0411,3,Oriente,Centro,80
V0104,0,Sur,Oriente,57
V0108,5,Sur,Poniente,52
V0264,20,Sur,Poniente,82
V0381,0,Poniente,Sur,15
V0338,16,Centro,Oriente,7
V0482,4,Oriente,Norte,90
V0390,2,Centro,Sur,78
V0157,2,Norte,Oriente,24
V0180,20,Poniente,Oriente,58
V0253,5,Oriente,Centro,83
V0444,10,Oriente,Sur,74
V0330,11,Sur,Centro,26
V0267,14,Centro,Sur,29
V0330,3,Norte,Centro,19
V0306,6,Norte,Poniente,46
V0040,20,Norte,Sur,56
V0273,12,Sur,Norte,45
V0097,0,Sur,Centro,48
V0226,2,Sur,Oriente,81
V0091,14,Norte,Oriente,34
V0109,10,Poniente,Oriente,30
V0176,5,Poniente,Oriente,89
V0093,2,Centro,Norte,37
V0135,14,Sur,Poniente,87
V0276,16,Oriente,Norte,33
V0349,12,Oriente,Norte,8
V0211,9,Norte,Sur,71
V0206,20,Norte,Centro,73
V0314,1,Poniente,Centro,29
V0243,12,Oriente,Centro,55
V0029,2,Norte,Centro,45
V0321,18,Centro,Oriente,29
V0165,4,Norte,Oriente,47
V0180,16,Norte,Oriente,19
V0114,19,Oriente,Norte,74
V0226,12,Sur,Centro,62
V0481,0,Poniente,Norte,48
V0202,17,Sur,Norte,57
V0206,11,Sur,Poniente,25
V0268,2,Centro,Poniente,90
V0144,20,Sur,Oriente,58
V0279,6,Oriente,Norte,85
V0314,9,Sur,Norte,49
V0109,19,Oriente,Centro,20
V0252,10,Sur,Poniente,28
V0062,5,Centro,Oriente,60
V0143,7,Poniente,Centro,6
V0422,8,Centro,Sur,82
V0241,4,Oriente,Centro,75
V0467,14,Norte,Oriente,6
V0321,10,Oriente,Sur,80
V0187,1,Norte,Poniente,77
V0249,16,Oriente,Poniente,85
V0469,4,Sur,Poniente,65
V0130,2,Poniente,Centro,75
V0181,4,Norte,Sur,80
V0260,9,Norte,Sur,43
V0041,22,Poniente,Centro,20
V0103,5,Norte,Sur,59
V0342,7,Centro,Sur,70
V0249,3,Oriente,Norte,27
V0464,15,Poniente,Centro,33
V0361,4,Sur,Centro,37
V0228,21,Poniente,Centro,17
V0321,13,Centro,Oriente,35
V0042,10,Sur,Poniente,51
V0366,10,Poniente,Oriente,30
V0049,15,Centro,Poniente,79
V0188,6,Norte,Poniente,87
V0394,9,Centro,Poniente,57
V0197,9,Sur,Oriente,48
V0441,14,Norte,Poniente,59
V0235,9,Poniente,Oriente,22
V0400,20,Sur,Poniente,45
V0396,22,Centro,Norte,66
V0393,10,Norte,Sur,90
V0121,18,Sur,Poniente,84
V0464,12,Centro,Oriente,52
V0316,14,Oriente,Centro,11
V0375,3,Centro,Sur,72
V0091,23,Centro,Poniente,70
V0252,0,Poniente,Sur,70
V0092,19,Oriente,Norte,27
V0362,7,Oriente,Poniente,27
V0131,2,Sur,Oriente,29
V0497,5,Centro,Norte,90
V0312,19,Oriente,Norte,35
V0458,20,Poniente,Norte,7
V0429,5,Oriente,Poniente,17
V0197,3,Norte,Poniente,30
V0222,17,Sur,Centro,74
V0468,5,Poniente,Sur,44
V0493,4,Centro,Poniente,75
V0363,18,Norte,Oriente,74
V0217,16,Norte,Oriente,82
V0485,11,Sur,Norte,43
V0264,17,Sur,Poniente,82
V0105,21,Oriente,Sur,82
V0176,19,Oriente,Norte,11
V0384,0,Sur,Centro,59
V0161,15,Oriente,Poniente,54
V0251,20,Norte,Poniente,52
V0142,12,Norte,Oriente,71
V0176,8,Oriente,Sur,71
V0421,16,Poniente,Oriente,22
V0196,2,Poniente,Norte,48
V0074,11,Centro,Oriente,60
V0430,11,Centro,Sur,76
V0464,19,Centro,Norte,54
V0013,6,Poniente,Sur,89
V0443,18,Centro,Oriente,23
V0066,12,Centro,Poniente,27
V0055,16,Norte,Sur,21
V0091,5,Centro,Oriente,66
V0019,18,Poniente,Oriente,31
V0092,23,Sur,Poniente,19
V0392,16,Norte,Oriente,18
V0470,3,Sur,Norte,33
V0265,5,Oriente,Centro,9
V0500,17,Sur,Oriente,42
V0103,23,Centro,Sur,43
V0097,4,Oriente,Centro,23
V0008,9,Centro,Norte,76
V0212,13,Poniente,Sur,17
V0463,2,Norte,Oriente,81
V0066,17,Norte,Sur,50
V0144,13,Norte,Oriente,45
V0310,2,Centro,Norte,46
V0231,9,Norte,Centro,67
V0141,16,Centro,Oriente,73
V0274,8,Norte,Poniente,79
V0307,7,Oriente,Poniente,52
V0417,5,Centro,Sur,28
V0395,3,Oriente,Sur,74
V0325,23,Sur,Centro,6
V0333,2,Poniente,Norte,12
V0471,20,Sur,Oriente,36
V0041,0,Norte,Oriente,15
V0117,18,Oriente,Sur,21
V0455,0,Norte,Poniente,88
V0080,11,Norte,Oriente,78
V0167,18,Poniente,Centro,49
V0398,17,Oriente,Sur,61
V0420,3,Poniente,Sur,84
V0495,10,Oriente,Centro,53
V0306,16,Sur,Centro,6
V0303,13,Oriente,Norte,58
V0312,9,Sur,Oriente,42
V0010,10,Oriente,Poniente,53
V0252,5,Poniente,Oriente,64
V0280,13,Sur,Centro,38
V0213,14,Sur,Oriente,60
V0200,21,Oriente,Sur,25
V0177,14,Oriente,Centro,87
V0175,9,Poniente,Norte,11
V0420,4,Centro,Norte,72
V0149,12,Norte,Centro,10
V0030,20,Norte,Sur,78
V0341,7,Norte,Poniente,68
V0178,8,Sur,Oriente,32
V0473,17,Centro,Norte,66
V0486,2,Centro,Oriente,68
V0133,5,Poniente,Sur,19
V0266,21,Sur,Poniente,79
V0472,21,Centro,Sur,22
V0395,5,Norte,Poniente,24
V0325,19,Poniente,Centro,53
V0253,14,Centro,Poniente,36
V0197,17,Poniente,Sur,28
V0170,1,Sur,Centro,58
V0406,7,Centro,Oriente,8
V0289,11,Oriente,Poniente,59
V0272,15,Norte,Poniente,29
V0329,10,Oriente,Centro,48
V0394,0,Sur,Oriente,66
V0035,18,Poniente,Oriente,47
V0150,7,Poniente,Centro,26
V0025,2,Poniente,Oriente,15
V0398,21,Oriente,Poniente,51
V0355,9,Oriente,Poniente,76
V0213,1,Norte,Centro,63
V0384,21,Sur,Oriente,84
V0053,15,Norte,Sur,47
V0382,22,Sur,Poniente,18
V0333,7,Sur,Centro,49
V0209,5,Sur,Oriente,44
V0165,8,Norte,Poniente,46
V0236,8,Sur,Centro,12
V0199,17,Oriente,Norte,10
V0140,18,Oriente,Centro,61
V0476,5,Oriente,Poniente,75
V0178,14,Centro,Oriente,38
V0230,9,Norte,Poniente,64
V0341,18,Centro,Norte,46
V0464,18,Poniente,Centro,39
V0324,17,Oriente,Sur,45
V0324,23,Centro,Norte,31
V0378,12,Poniente,Sur,33
V0447,0,Poniente,Oriente,22
V0018,20,Norte,Poniente,61
V0449,19,Oriente,Centro,22
V0010,16,Poniente,Centro,42
V0288,19,Sur,Oriente,86
V0233,10,Norte,Poniente,64
V0186,22,Poniente,Oriente,75
V0372,15,Oriente,Centro,70
V0467,14,Oriente,Norte,56
V0336,10,Poniente,Sur,28
V0368,19,Oriente,Norte,81
V0370,22,Oriente,Norte,69
V0463,1,Poniente,Sur,82
V0364,12,Oriente,Poniente,85
V0180,5,Sur,Poniente,60
V0195,11,Norte,Centro,46
V0114,16,Sur,Poniente,19
V0458,2,Norte,Poniente,64
V0289,10,Norte,Poniente,61
V0248,19,Sur,Norte,24
V0012,3,Oriente,Centro,21
V0022,0,Centro,Poniente,18
V0221,9,Poniente,Sur,57
V0419,17,Poniente,Sur,39
V0268,14,Norte,Centro,73
V0339,20,Norte,Centro,10
V0030,12,Centro,Poniente,73
V0349,9,Norte,Centro,79
V0382,2,Oriente,Norte,48
V0479,15,Oriente,Poniente,60
V0099,9,Centro,Sur,25
V0070,10,Sur,Centro,56
V0408,18,Poniente,Oriente,27
V0271,4,Sur,Norte,80
V0413,3,Poniente,Centro,90
V0207,1,Sur,Poniente,56
V0037,8,Poniente,Sur,42
V0466,9,Oriente,Poniente,85
V0149,22,Oriente,Sur,15
V0273,19,Oriente,Poniente,79
V0071,20,Centro,Sur,34
V0397,8,Poniente,Norte,28
V0113,17,Centro,Oriente,34
V0428,15,Sur,Norte,51
V0116,19,Sur,Centro,42
V0037,23,Oriente,Poniente,62
V0244,14,Poniente,Sur,54
V0425,17,Poniente,Norte,44
V0320,14,Poniente,Norte,7
V0233,8,Norte,Poniente,69
V0212,3,Centro,Poniente,57
V0224,12,Poniente,Centro,84
V0096,23,Oriente,Sur,71
V0089,22,Norte,Sur,43
V0284,19,Poniente,Centro,74
V0137,9,Sur,Poniente,29
V0477,5,Norte,Sur,65
V0337,5,Oriente,Norte,57
V0020,23,Centro,Oriente,32
V0261,9,Sur,Centro,66
V0394,1,Centro,Oriente,65
V0146,0,Norte,Poniente,61
V0388,7,Sur,Oriente,12
V0081,1,Poniente,Norte,53
V0251,14,Norte,Poniente,31
V0377,20,Sur,Norte,73
V0124,19,Poniente,Norte,19
V0371,12,Norte,Sur,17
V0470,3,Centro,Oriente,58
V0274,6,Norte,Oriente,29
V0136,11,Sur,Norte,71
V0415,0,Norte,Poniente,46
V0028,16,Norte,Poniente,70
V0164,10,Oriente,Sur,60
V0195,12,Poniente,Oriente,18
V0206,21,Sur,Centro,9
V0020,4,Norte,Poniente,76
V0161,10,Centro,Oriente,48
V0030,22,Centro,Sur,16
V0422,14,Poniente,Norte,38
V0073,7,Poniente,Norte,34
V0127,12,Centro,Norte,74
V0448,20,Sur,Poniente,60
V0014,13,Sur,Centro,32
V0495,13,Poniente,Oriente,59
V0249,8,Sur,Oriente,81
V0015,6,Centro,Sur,86
V0316,22,Poniente,Centro,17
V0490,22,Sur,Oriente,75
V0284,5,Norte,Oriente,36
V0303,5,Poniente,Sur,51
V0031,23,Sur,Centro,66
V0127,7,Centro,Sur,60
V0037,7,Centro,Poniente,60
V0027,23,Sur,Poniente,30
V0450,8,Centro,Sur,77
V0138,18,Centro,Oriente,39
V0451,10,Sur,Oriente,16
V0275,11,Centro,Poniente,79
V0120,4,Centro,Sur,47
V0430,20,Poniente,Centro,61
V0214,8,Centro,Poniente,30
V0074,0,Poniente,Centro,8
V0303,20,Sur,Norte,50
V0262,10,Norte,Sur,15
V0380,2,Sur,Norte,26
V0282,0,Norte,Sur,39
V0298,22,Poniente,Oriente,36
V0349,11,Poniente,Centro,49
V0420,0,Centro,Norte,36
V0072,16,Centro,Sur,40
V0186,7,Norte,Oriente,84
V0391,1,Norte,Sur,20
V0224,9,Centro,Sur,46
V0236,2,Norte,Poniente,13
V0034,10,Norte,Oriente,16
V0204,8,Oriente,Norte,67
V0479,4,Poniente,Norte,54
V0273,0,Norte,Poniente,15
V0355,13,Norte,Oriente,74
V0191,8,Sur,Poniente,85
V0342,13,Poniente,Centro,59
V0218,6,Oriente,Norte,24
V0380,20,Poniente,Centro,80
V0085,18,Centro,Oriente,17
V0450,21,Poniente,Centro,78
V0419,19,Poniente,Oriente,70
V0496,4,Oriente,Centro,15
V0158,0,Sur,Centro,38
V0262,16,Norte,Centro,51
V0239,14,Sur,Centro,72
V0295,7,Sur,Centro,7
V0322,16,Norte,Centro,74
V0270,19,Poniente,Sur,10
V0216,2,Poniente,Norte,89
V0094,2,Poniente,Norte,58
V0078,7,Poniente,Oriente,59
V0036,22,Poniente,Sur,78
V0069,23,Poniente,Centro,36
V0213,2,Norte,Oriente,63
V0064,9,Poniente,Sur,27
V0483,19,Oriente,Sur,17
V0469,21,Centro,Norte,85
V0141,20,Sur,Oriente,22
V0463,10,Poniente,Sur,27
V0089,18,Centro,Poniente,67
V0105,15,Centro,Norte,12
V0203,16,Oriente,Poniente,87
V0341,23,Oriente,Poniente,35
V0099,23,Centro,Sur,45
V0130,23,Centro,Norte,14
V0294,16,Poniente,Sur,84
V0269,1,Norte,Centro,15
V0214,0,Norte,Centro,58
V0463,6,Poniente,Oriente,37
V0073,4,Oriente,Poniente,21
V0385,9,Poniente,Centro,47
V0284,13,Norte,Oriente,53
V0043,17,Oriente,Centro,78
V0267,10,Sur,Centro,86
V0066,5,Norte,Oriente,52
V0201,8,Sur,Poniente,77
V0473,0,Norte,Oriente,70
V0421,11,Centro,Norte,34
V0179,20,Poniente,Norte,14
V0026,19,Centro,Sur,59
V0053,13,Poniente,Norte,27
V0397,17,Centro,Sur,59
V0210,2,Centro,Poniente,90
V0309,11,Centro,Sur,68
V0380,8,Sur,Norte,69
V0034,10,Oriente,Centro,30
V0084,8,Oriente,Sur,83
V0350,14,Centro,Oriente,9
V0400,17,Oriente,Centro,59
V0363,6,Norte,Centro,47
V0068,3,Oriente,Norte,81
V0233,16,Poniente,Oriente,89
V0367,16,Oriente,Sur,9
V0045,21,Centro,Norte,29
V0401,14,Norte,Centro,83
V0258,8,Norte,Poniente,57
V0244,23,Oriente,Poniente,41
V0402,13,Centro,Sur,58
V0060,3,Norte,Sur,62
V0249,17,Sur,Poniente,61
V0043,1,Poniente,Centro,68
V0331,10,Centro,Oriente,23
V0283,8,Centro,Poniente,81
V0444,0,Poniente,Centro,69
V0325,4,Poniente,Centro,21
V0179,23,Sur,Norte,16
V0291,7,Oriente,Norte,5
V0435,13,Centro,Poniente,78
V0147,13,Centro,Oriente,34
V0276,8,Poniente,Oriente,18
V0275,18,Poniente,Oriente,44
V0394,20,Norte,Sur,5
V0147,11,Norte,Oriente,34
V0142,18,Oriente,Norte,37
V0353,5,Centro,Norte,66
V0361,3,Oriente,Poniente,26
V0451,8,Norte,Poniente,56
V0014,1,Centro,Oriente,10
V0007,21,Poniente,Norte,26
V0455,11,Sur,Oriente,5
V0125,16,Sur,Oriente,21
V0374,12,Centro,Poniente,18
V0059,16,Sur,Norte,36
V0160,19,Oriente,Norte,47
V0166,21,Oriente,Sur,89
V0104,1,Norte,Poniente,51
V0209,11,Centro,Norte,72
V0473,20,Norte,Centro,38
V0127,8,Norte,Poniente,49
V0237,9,Sur,Poniente,90
V0134,22,Centro,Sur,41
V0246,23,Centro,Norte,22
V0266,4,Norte,Oriente,50
V0211,10,Sur,Norte,13
V0003,17,Centro,Oriente,68
V0318,15,Centro,Poniente,28
V0026,19,Sur,Oriente,26
V0477,17,Centro,Poniente,24
V0294,22,Norte,Oriente,55
V0271,7,Oriente,Sur,31
V0070,21,Centro,Sur,82
V0157,23,Centro,Norte,73
V0123,12,Oriente,Poniente,75
V0264,6,Norte,Poniente,6
V0320,13,Centro,Poniente,79
V0371,4,Poniente,Oriente,67
V0323,11,Centro,Norte,43
V0216,12,Sur,Poniente,13
V0421,20,Sur,Norte,12
V0027,5,Centro,Oriente,24
V0222,23,Norte,Poniente,27
V0186,23,Norte,Sur,89
V0223,6,Sur,Norte,48
V0412,8,Centro,Sur,17
V0497,14,Poniente,Sur,22
V0174,13,Sur,Norte,64
V0242,1,Centro,Oriente,62
V0064,10,Norte,Centro,49
V0495,15,Norte,Oriente,82
V0151,23,Poniente,Centro,53
V0219,6,Norte,Oriente,68
V0298,22,Sur,Centro,53
V0414,13,Poniente,Sur,84
V0378,8,Poniente,Oriente,49
V0265,18,Oriente,Poniente,62
V0018,15,Centro,Sur,52
V0076,6,Sur,Norte,13
V0248,20,Oriente,Poniente,6
V0436,2,Norte,Poniente,76
V0153,18,Poniente,Norte,30
V0400,6,Poniente,Centro,70
V0451,11,Norte,Oriente,25
V0321,12,Sur,Poniente,58
V0308,22,Sur,Oriente,61
V0022,20,Poniente,Centro,31
V0460,20,Sur,Oriente,90
V0057,5,Sur,Oriente,41
V0167,10,Oriente,Poniente,27
V0086,17,Oriente,Norte,19
V0468,6,Centro,Poniente,86
V0130,11,Sur,Norte,64
V0100,14,Norte,Sur,29
V0304,12,Norte,Oriente,48
V0393,13,Centro,Norte,29
V0321,3,Centro,Sur,90
V0147,10,Sur,Oriente,17
V0044,3,Oriente,Sur,29
V0117,22,Sur,Oriente,77
V0066,13,Centro,Sur,86
V0406,22,Sur,Centro,29
V0261,23,Norte,Oriente,89
V0320,15,Centro,Poniente,62
V0394,20,Centro,Sur,12
V0040,21,Sur,Centro,22
V0184,22,Sur,Oriente,23
V0137,0,Poniente,Norte,36
V0041,16,Sur,Norte,15
V0005,13,Norte,Centro,46
V0418,21,Oriente,Norte,43
V0242,16,Oriente,Centro,37
V0148,5,Oriente,Poniente,8
V0319,5,Sur,Centro,75
V0428,5,Poniente,Sur,23
V0489,21,Centro,Poniente,55
V0289,2,Norte,Sur,73
V0085,20,Sur,Centro,7
V0178,4,Poniente,Norte,70
V0281,9,Poniente,Sur,81
V0191,6,Sur,Poniente,55
V0297,9,Oriente,Centro,17
V0499,20,Poniente,Oriente,90
V0260,20,Centro,Norte,74
V0133,4,Poniente,Oriente,47
V0413,9,Centro,Norte,12
V0455,23,Oriente,Centro,85
V0101,10,Norte,Sur,82
V0427,3,Centro,Sur,64
V0185,18,Centro,Oriente,54
V0262,17,Poniente,Centro,73
V0469,0,Oriente,Norte,65
V0415,2,Norte,Sur,6
V0394,13,Centro,Sur,80
V0009,0,Oriente,Sur,7
V0086,16,Sur,Centro,71
V0488,8,Oriente,Poniente,19
V0494,2,Poniente,Centro,53
V0065,10,Sur,Norte,20
V0052,1,Poniente,Sur,6
V0375,3,Oriente,Norte,33
V0335,14,Poniente,Centro,54
V0051,6,Sur,Centro,68
V0393,15,Poniente,Centro,16
V0331,5,Oriente,Poniente,60
V0079,3,Oriente,Poniente,11
V0322,1,Oriente,Norte,70
V0246,5,Poniente,Centro,5
V0489,14,Norte,Poniente,9
V0447,16,Oriente,Sur,31
V0423,3,Sur,Centro,14
V0011,13,Sur,Norte,77
V0440,0,Norte,Oriente,30
V0258,9,Norte,Sur,49
V0158,1,Centro,Poniente,64
V0293,9,Norte,Poniente,57
V0265,11,Oriente,Centro,54
V0223,13,Norte,Centro,70
V0381,17,Poniente,Sur,89
V0397,1,Poniente,Centro,25
V0424,7,Poniente,Sur,11
V0224,17,Centro,Poniente,57
V0175,2,Centro,Poniente,45
V0226,8,Sur,Norte,40
V0108,21,Norte,Poniente,67
V0199,8,Centro,Sur,82
V0342,11,Poniente,Norte,59
V0440,23,Oriente,Poniente,69
V0163,21,Oriente,Norte,48
V0113,17,Sur,Poniente,48
V0444,11,Norte,Centro,41
V0086,6,Centro,Sur,60
V0151,7,Sur,Oriente,42
V0035,6,Sur,Centro,33
V0001,11,Centro,Sur,86
V0193,10,Poniente,Norte,65
V0179,17,Sur,Oriente,5
V0359,17,Poniente,Sur,51
V0264,8,Norte,Oriente,45
V0321,22,Sur,Oriente,66
V0404,15,Poniente,Oriente,9
V0059,15,Sur,Centro,61
V0237,17,Centro,Sur,79
V0124,8,Poniente,Sur,10
V0264,10,Poniente,Sur,23
V0472,6,Norte,Poniente,35
V0146,18,Oriente,Norte,78
V0428,8,Norte,Oriente,36
V0331,2,Centro,Poniente,40
V0462,20,Norte,Sur,60
V0329,13,Norte,Poniente,59
V0004,5,Oriente,Centro,79
V0439,17,Poniente,Centro,85
V0353,16,Centro,Norte,7
V0192,18,Sur,Oriente,80
V0096,2,Poniente,Norte,32
V0056,0,Sur,Oriente,24
V0206,8,Poniente,Oriente,49
V0346,6,Norte,Centro,17
V0250,10,Oriente,Poniente,35
V0472,15,Oriente,Sur,89
V0330,12,Oriente,Poniente,13
V0131,7,Centro,Poniente,36
V0256,9,Oriente,Centro,63
V0280,8,Sur,Norte,22
V0487,9,Poniente,Norte,67
V0442,18,Poniente,Oriente,48
V0299,15,Norte,Poniente,41
V0293,0,Oriente,Poniente,7
V0266,4,Norte,Sur,5
V0199,8,Norte,Poniente,77
V0237,10,Oriente,Norte,34
V0157,16,Oriente,Poniente,69
V0303,1,Poniente,Oriente,84
V0403,22,Norte,Oriente,17
V0299,3,Poniente,Oriente,41
V0067,10,Sur,Norte,46
V0182,19,Norte,Poniente,54
V0219,13,Sur,Norte,73
V0126,3,Oriente,Centro,67
V0339,14,Centro,Poniente,6
V0429,23,Oriente,Poniente,45
V0265,13,Sur,Norte,57
V0281,6,Oriente,Centro,29
V0359,23,Centro,Poniente,34
V0202,6,Norte,Oriente,16
V0448,8,Norte,Oriente,53
V0099,14,Oriente,Sur,37
V0437,2,Norte,Sur,87
V0139,22,Poniente,Norte,34
V0116,9,Poniente,Norte,55
V0418,6,Sur,Centro,82
V0024,21,Sur,Centro,90
V0111,3,Centro,Norte,69
V0010,0,Norte,Sur,69
V0085,19,Norte,Centro,40
V0057,22,Norte,Sur,18
V0297,8,Oriente,Poniente,84
V0306,22,Oriente,Norte,74
V0029,13,Poniente,Centro,65
V0186,1,Centro,Norte,22
V0473,6,Norte,Oriente,69
V0059,20,Poniente,Sur,33
V0299,18,Poniente,Sur,5
V0481,19,Centro,Sur,9
V0339,18,Oriente,Norte,16
V0107,17,Centro,Oriente,57
V0166,12,Sur,Norte,40
V0356,3,Centro,Sur,60
V0322,7,Poniente,Sur,69
V0454,19,Oriente,Centro,88
V0070,12,Poniente,Oriente,83
V0203,1,Sur,Poniente,18
V0377,15,Poniente,Norte,68
V0500,2,Sur,Oriente,13
V0107,3,Norte,Centro,56
V0314,1,Norte,Sur,60
V0188,5,Sur,Poniente,53
V0365,18,Centro,Sur,24
V0003,11,Centro,Sur,41
V0231,19,Oriente,Poniente,73
V0264,3,Norte,Poniente,65
V0455,8,Sur,Oriente,78
V0126,0,Poniente,Oriente,42
V0084,22,Centro,Poniente,17
V0448,8,Sur,Oriente,23
V0401,23,Centro,Poniente,46
V0434,20,Poniente,Norte,51
V0273,9,Oriente,Norte,82
V0054,1,Oriente,Poniente,75
V0489,23,Poniente,Sur,62
V0273,17,Centro,Norte,77
V0219,22,Poniente,Norte,53
V0081,11,Poniente,Norte,56
V0015,13,Centro,Oriente,88
V0406,13,Poniente,Sur,51
V0066,9,Poniente,Norte,45
V0147,16,Sur,Oriente,85
V0230,22,Poniente,Centro,62
V0489,18,Poniente,Oriente,41
V0386,14,Sur,Poniente,86
V0043,4,Oriente,Norte,67
V0447,19,Centro,Oriente,42
V0035,10,Poniente,Norte,46
V0139,11,Oriente,Norte,31
V0015,8,Poniente,Norte,15
V0061,16,Norte,Poniente,61
V0173,17,Poniente,Oriente,11
V0081,9,Centro,Oriente,86
V0008,17,Sur,Poniente,87
V0495,10,Oriente,Centro,49
V0262,11,Centro,Oriente,10
V0133,14,Centro,Norte,33
V0280,22,Oriente,Poniente,26
V0028,7,Poniente,Sur,39
V0057,4,Oriente,Sur,9
V0454,10,Norte,Poniente,72
V0050,23,Centro,Norte,49
V0210,14,Norte,Sur,50
V0220,20,Sur,Poniente,65
V0050,10,Sur,Norte,11
V0331,9,Sur,Poniente,55
V0491,23,Sur,Oriente,19
V0172,22,Centro,Oriente,66
V0238,7,Oriente,Centro,16
V0442,10,Poniente,Norte,85
V0051,8,Centro,Norte,25
V0466,11,Sur,Centro,88
V0023,19,Oriente,Poniente,46
V0198,22,Centro,Sur,14
V0259,13,Norte,Poniente,22
V0132,7,Norte,Sur,84
V0193,12,Poniente,Oriente,12
V0438,15,Sur,Poniente,64
V0066,5,Centro,Norte,47
V0041,3,Sur,Poniente,23
V0014,16,Sur,Poniente,8
V0117,0,Poniente,Norte,73
V0267,21,Sur,Norte,8
V0494,14,Oriente,Sur,83
V0385,14,Centro,Poniente,74
V0202,21,Oriente,Norte,48
V0383,14,Centro,Oriente,49
V0148,9,Sur,Centro,87
V0016,23,Poniente,Sur,69
V0426,17,Norte,Sur,59
V0435,3,Sur,Centro,72
V0017,14,Poniente,Sur,36
V0329,14,Norte,Sur,86
V0360,18,Centro,Sur,18
V0225,11,Norte,Oriente,42
V0293,3,Norte,Poniente,61
V0376,10,Oriente,Sur,73
V0485,13,Oriente,Poniente,54
V0377,22,Oriente,Sur,37
V0141,0,Oriente,Poniente,22
V0479,3,Oriente,Poniente,67
V0069,21,Norte,Oriente,74
V0373,5,Oriente,Norte,9
V0403,22,Norte,Sur,7
V0153,3,Oriente,Centro,37
V0080,12,Sur,Poniente,21
V0212,6,Centro,Oriente,8
V0110,10,Centro,Poniente,68
V0103,15,Oriente,Sur,40
V0058,0,Norte,Oriente,10
V0068,21,Centro,Sur,89
V0379,14,Centro,Poniente,47
V0029,19,Sur,Poniente,68
V0346,15,Norte,Poniente,81
V0306,21,Poniente,Norte,38
V0116,16,Oriente,Poniente,30
V0232,2,Poniente,Norte,40
V0079,21,Poniente,Sur,50
V0476,2,Norte,Centro,63
V0355,8,Sur,Centro,54
V0102,11,Norte,Poniente,61
V0431,11,Norte,Centro,81
V0227,7,Poniente,Centro,36
V0135,21,Poniente,Sur,10
V0296,16,Oriente,Poniente,83
V0143,20,Poniente,Centro,29
V0046,15,Centro,Poniente,58
V0272,8,Sur,Oriente,10
V0307,5,Poniente,Centro,43
V0144,23,Sur,Poniente,69
V0431,10,Sur,Poniente,74
V0106,22,Centro,Poniente,64
V0498,7,Poniente,Oriente,40
V0208,2,Oriente,Centro,18
V0283,10,Sur,Norte,57
V0081,14,Norte,Poniente,12
V0198,20,Sur,Norte,86
V0056,7,Oriente,Sur,46
V0084,6,Norte,Oriente,14
V0019,13,Centro,Oriente,82
